Interval,Timer
17.5117,3.014860000002198
16.3906,3.0315400000023653
16.5698,3.048220000002533
17.2684,3.0649000000027007
16.76,3.081590000002645
17.1984,3.098300000002608
18.4289,3.114970000002533
17.8473,3.131640000002459
16.526,3.1483100000023843
16.0252,3.164990000002552
16.6974,3.181660000002477
15.307,3.198330000002403
15.911,3.214970000002533
16.5982,3.2316500000027006
15.9932,3.2483200000026264
16.5853,3.264990000002552
16.544,3.2816700000027192
16.2722,3.2983600000026634
16.7467,3.3150500000026075
16.2849,3.3317200000025333
17.4062,3.3483900000024587
17.2283,3.365070000002626
16.2622,3.381790000002831
16.1633,3.398470000002999
17.5157,3.4151500000031665
16.5563,3.43184000000311
16.2311,3.448520000003278
16.1644,3.465160000003409
17.8602,3.4818400000035763
16.3036,3.4985300000035204
16.4192,3.515210000003688
16.7517,3.531890000003856
16.4535,3.5485700000040232
17.6292,3.565260000003968
16.7302,3.5819500000039115
16.772,3.598620000003837
16.4039,3.6153000000040048
17.0203,3.6320100000039672
16.3209,3.648680000003893
16.2839,3.665360000004061
15.9363,3.6820200000042096
16.8875,3.698700000004377
16.5606,3.715370000004303
17.7272,3.732030000004452
16.7866,3.748700000004377
16.6125,3.7653800000045448
17.865,3.7820600000047127
14.28,3.798720000004861
17.4508,3.815400000005029
15.8839,3.8320600000051774
16.8726,3.848770000005141
17.8864,3.8654400000050666
16.4411,3.8821300000050094
16.9603,3.898830000005197
18.2087,3.915510000005365
13.7866,3.9321700000055135
17.1229,3.948850000005681
17.1753,3.965560000005644
16.2731,3.982250000005588
16.1124,3.998940000005532
16.7052,4.0156200000057
17.3213,4.032310000005644
16.3741,4.048990000005811
16.3826,4.065670000005979
16.5802,4.082350000006147
16.5832,4.0990600000061095
17.3044,4.115740000006277
16.1464,4.132410000006202
17.3145,4.149080000006128
16.1995,4.165760000006296
17.0138,4.182440000006463
16.5536,4.199120000006631
17.0598,4.215790000006557
16.9439,4.232460000006482
20.2613,4.2491400000066495
12.3379,4.265820000006817
16.373,4.282500000006985
17.136,4.299190000006929
16.6721,4.3158800000068736
16.5666,4.332550000006799
17.3162,4.349230000006966
16.6544,4.365910000007134
17.2295,4.382590000007301
16.2437,4.399270000007469
17.4261,4.415950000007637
16.5975,4.432630000007804
16.7755,4.44930000000773
