Run Number,Run Start Time,Run End Time,Jitter.py Run Duration (s),"Unity,exe Run Duration (s)",Server Restart Duration (s),Total Script Run Duration (s),Buffer Size,Jitter Magnitude,Policy,baseLength,threshold,decay
1,'2025-03-05 17:11:34,'2025-03-05 17:12:50,4.29,64.30415940284729,6.513687610626221,76.3395504951477,1,40,0,3,600,2
2,'2025-03-05 17:12:50,'2025-03-05 17:14:07,4.73,64.10843825340271,6.717480421066284,153.0331449508667,1,40,0,3,600,2
3,'2025-03-05 17:14:07,'2025-03-05 17:15:23,4.67,64.10724234580994,6.731079578399658,229.8021059036255,1,40,0,3,600,2
4,'2025-03-05 17:15:23,'2025-03-05 17:16:40,4.69,64.10703635215759,6.900996923446655,306.62626910209656,1,40,0,3,600,2
5,'2025-03-05 17:16:40,'2025-03-05 17:17:57,4.7,64.10724139213562,6.73189377784729,383.3691940307617,1,40,0,3,600,2
6,'2025-03-05 17:17:57,'2025-03-05 17:19:14,4.7,64.10768866539001,6.689235687255859,460.08222484588623,1,40,0,3,600,2
7,'2025-03-05 17:19:14,'2025-03-05 17:20:30,4.72,64.10764670372009,6.760075092315674,536.796582698822,1,40,0,3,600,2
8,'2025-03-05 17:20:30,'2025-03-05 17:21:47,4.71,64.10713648796082,6.694089651107788,613.4976425170898,1,40,0,3,600,2
9,'2025-03-05 17:21:47,'2025-03-05 17:23:04,4.69,64.10748076438904,6.732078552246094,690.2154395580292,1,40,0,3,600,2
10,'2025-03-05 17:23:04,'2025-03-05 17:24:20,4.71,64.10671710968018,6.692616939544678,766.860702753067,1,40,0,3,600,2
11,'2025-03-05 17:24:20,'2025-03-05 17:25:37,4.74,64.10799026489258,6.772617816925049,843.6067290306091,1,40,0,3,600,2
12,'2025-03-05 17:25:37,'2025-03-05 17:26:54,4.68,64.10928106307983,6.734766244888306,920.2954819202423,1,40,0,3,600,2
13,'2025-03-05 17:26:54,'2025-03-05 17:28:10,4.66,64.10693359375,6.785179853439331,996.9646806716919,1,40,0,3,600,2
14,'2025-03-05 17:28:10,'2025-03-05 17:29:27,4.69,64.10731053352356,6.708042144775391,1073.593956232071,1,40,0,3,600,2
15,'2025-03-05 17:29:27,'2025-03-05 17:30:44,4.71,64.10692882537842,6.7463767528533936,1150.3385322093964,1,40,0,3,600,2
16,'2025-03-05 17:30:44,'2025-03-05 17:32:01,4.8,64.10700488090515,6.717755556106567,1227.1289639472961,1,40,0,3,600,2
17,'2025-03-05 17:32:01,'2025-03-05 17:33:17,4.7,64.10727453231812,6.724130868911743,1303.7601277828217,1,40,0,3,600,2
18,'2025-03-05 17:33:17,'2025-03-05 17:34:34,4.65,64.10735893249512,6.712388038635254,1380.399460554123,1,40,0,3,600,2
19,'2025-03-05 17:34:34,'2025-03-05 17:35:51,4.69,64.10716104507446,6.674871921539307,1457.0094010829926,1,40,0,3,600,2
