Interval,Time
17.2903,3.000266666674521
16.1441,3.016936666674446
17.1324,3.033616666674614
16.5158,3.0502666666745206
16.547,3.0669766666744835
16.6338,3.0836666666744277
16.5541,3.100306666674558
16.7193,3.1169466666746883
16.9326,3.1336266666748562
15.7774,3.1503166666748004
17.4929,3.166996666674968
17.0836,3.183686666674912
16.3851,3.200396666674875
16.7358,3.2170766666750423
16.9872,3.23375666667521
16.5708,3.2504366666753777
16.2098,3.267126666675322
16.0107,3.283826666675508
17.0099,3.300536666675471
16.6661,3.3172466666754334
17.641,3.3339366666753776
15.36,3.350576666675508
17.2127,3.367266666675452
16.3746,3.383976666675415
18.0203,3.4006266666753215
16.4192,3.4173066666754894
16.3331,3.4340166666754524
16.5437,3.4506866666753777
16.0206,3.4673366666752843
16.6666,3.483976666675415
16.0801,3.5006166666755454
17.5995,3.5172866666754707
15.7455,3.533916666675359
16.5208,3.550566666675266
17.0686,3.5672466666754334
16.5427,3.5838866666755638
17.1765,3.6005566666754896
16.6454,3.617256666675676
16.9821,3.6339366666758433
16.5861,3.6506566666760483
16.4846,3.6673666666760107
16.5609,3.6840866666762158
17.0067,3.7008066666764208
17.1757,3.717496666676365
16.6,3.7341766666765324
16.8689,3.7508966666767374
17.4099,3.7675566666768865
17.1388,3.784226666676812
15.8558,3.8009366666767748
15.727,3.817616666676942
16.3421,3.83429666667711
16.5658,3.8509366666772404
16.978,3.867596666677389
16.6862,3.884306666677352
16.3378,3.9009866666775195
16.6842,3.9176766666774636
18.0166,3.9343666666774078
16.2271,3.951066666677594
16.6446,3.967746666677762
16.3936,3.9844266666779293
16.7778,4.001086666678079
16.1538,4.017766666678246
17.5162,4.034426666678395
16.2161,4.051066666678525
17.3985,4.067776666678489
16.3984,4.084436666678637
16.2944,4.101116666678805
16.5232,4.117766666678712
17.6526,4.1344566666786555
16.5246,4.151096666678786
16.6543,4.1677966666789725
16.8639,4.184506666678935
16.7168,4.201216666678898
16.2258,4.217906666678842
20.9379,4.234566666678991
12.5411,4.251256666678935
16.6709,4.2679566666791215
16.4747,4.284626666679047
17.0008,4.301306666679214
16.7921,4.318006666679401
17.2904,4.334686666679569
15.7557,4.351346666679718
16.3701,4.367986666679848
16.6565,4.384676666679792
16.601,4.401366666679737
16.4276,4.418046666679904
16.8577,4.4347266666800715
16.6436,4.451416666680015
16.7354,4.4680566666801464
16.5604,4.4847366666803135
17.274,4.501406666680239
16.7992,4.518106666680425
16.6853,4.534816666680388
16.354,4.551506666680332
16.5695,4.568166666680481
17.3778,4.584846666680649
16.6989,4.601516666680574
15.4729,4.618216666680761
16.9437,4.634936666680965
16.4064,4.651616666681133
17.2539,4.66826666668104
16.9605,4.684926666681189
16.785,4.701626666681375
16.6553,4.718266666681505
16.4104,4.734946666681673
18.304,4.751626666681841
16.1184,4.768306666682009
16.6191,4.784986666682176
